plant_species,plant_part,extraction_solvent,extraction_method,concentration_mg_per_ml,crop_species,crop_variety,germination_percent,root_length_mm,shoot_length_mm,total_phenolic_content_mg_gae_per_g,compound_lantadene_a,compound_lantadene_b,compound_lantadene_c,compound_lantadene_d,compound_icterogenin,compound_luteolin,compound_hispidulin,compound_quercetin,compound_kaempferol,compound_caffeic_acid,compound_chlorogenic_acid,compound_caryophyllene,compound_alpha_humulene,compound_alpha_pinene,compound_camphene,compound_linalool
lantana camara,leaf,aqueous,aqueous extraction,5.0454,oryza sativa,,53.610838580084405,48.80233502447127,63.29966280632938,15.26,0.6931742323097464,0.7316802111551018,0.668111351891982,0.8161335187760779,0.779424040066778,0.8995205336668752,0.9558676028084252,0.3541927409261577,0.9771778458112997,0.4053017672557519,0.7485154114431143,0.8532178103136728,0.9211077008928571,0.39935019070490185,0.3696388261851016,0.6370463078848561
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,23.8596,triticum aestivum,,36.03992870948869,29.840617565935293,41.96224635381617,16.41,0.0,0.0,0.0,0.0,0.0,0.4025432562017928,0.0,0.6560283687943264,0.0,0.8750416805601867,0.7468187388066736,0.2288838437659269,0.0,0.0,0.0,0.0
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,0.9807,triticum aestivum,,58.31473855616437,53.74839771718995,71.64465920528123,13.77,0.0,0.0,0.0,0.0,0.0,0.438503231186158,0.0,0.6673967459324156,0.0,0.6736412137379125,0.650768215665944,0.2720196450910439,0.0,0.0,0.0,0.0
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,5.0559,triticum aestivum,,56.1274284428734,51.59132981614882,62.42422234671132,18.51,0.0,0.0,0.0,0.0,0.0,0.3802376485303315,0.0,0.6077388402169379,0.0,0.8106035345115038,0.7209916108964087,0.24889959690497152,0.0,0.0,0.0,0.0
ageratina adenophora,leaf,aqueous,dry,0.0,rice,Arize 6444,19.0,72.42230193593666,91.07758338816569,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559136420525657,0.0,0.47582527509169725,0.0,0.28494648566001024,0.2261439732142857,0.0,0.0,0.0
lantana camara,leaf,aqueous,aqueous extraction,100.878,oryza sativa,,7.889191160996924,5.189382043310036,6.606272205367655,11.51,0.9164302403204272,0.7806487462665833,0.9336556092682115,0.952433936022253,0.7191151919866444,0.8000833854492392,0.8264794383149447,0.4308510638297873,0.835235179515725,0.49458152717572523,0.7437081723065322,0.6905898160589353,0.8620954241071428,0.3485661816640768,0.3452313769751693,0.6543596161869003
parthenium hysterophorus,leaf,methanol,solvent extraction,25.1014,oryza sativa,,40.077136648000234,34.51705652594527,42.43428998220553,39.37,0.0,0.0,0.0,0.0,0.0,0.4751928288513655,0.0,0.7477054651647893,0.0,0.991830610203401,0.6151380903006881,0.2714173191863967,0.0,0.0,0.0,0.0
lantana camara,leaf,aqueous,aqueous extraction,99.8924,zea mays,,9.661031463600848,6.215307714980116,8.098137374205168,12.5,0.8865987983978638,0.6781968465652566,0.9234872478746459,0.9343532684283726,0.8689482470784641,0.7699603919116115,0.9792711467736542,0.3494993742177722,1.0,0.5541847282427476,0.5524554623432935,0.948848630866886,0.9694475446428571,0.3439045062861986,0.3958803611738149,0.6925323320817689
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,101.614,triticum aestivum,,6.883074250082493,4.620918724989321,6.833269493485645,20.94,0.0,0.0,0.0,0.0,0.0,0.45121951219512196,0.0,0.6839799749687109,0.0,0.9866622207402468,0.7566217362616645,0.2072464439605245,0.0,0.0,0.0,0.0
lantana camara,leaf,aqueous,aqueous extraction,2.5114,triticum aestivum,,84.67581849497466,72.93946437652471,79.79636685343287,13.56,0.8651952603471295,0.9188719872195595,0.7864644107351225,0.6712100139082058,0.8664440734557597,0.6828225974567439,0.9236041457706453,0.4984355444305382,0.6829947119398831,0.5497665888629543,0.5467998868884909,0.8986702497335867,0.9534737723214286,0.31607571690916797,0.28343679458239274,0.5383813099707969
lantana camara,leaf,ethyl_acetate,solvent extraction,10.0471,sorghum bicolor,,55.94216782800627,53.10783739158637,62.31683240059059,24.74,0.7876752336448599,0.8704591234284921,0.7656276046007668,0.7830319888734353,0.9317612687813022,0.7473420888055035,0.8090939485122032,0.369002920317063,0.7108266072919566,0.476158719573191,0.6798001696672636,0.6862808692026132,0.7408621651785714,0.4108631162593587,0.37796275395033857,0.723404255319149
lantana camara,leaf,aqueous,aqueous extraction,9.9691,zea mays,,57.423330435873574,49.73944498197022,64.97306372373387,16.83,0.8873497997329773,0.9433909842328263,0.6749458243040508,0.7410292072322671,0.9054674457429049,0.9939545549301647,0.9640588431962555,0.38402169378389656,0.9251322015029223,0.4674891630543514,0.687906494485814,0.8047537413705231,0.9628208705357143,0.3226444413052691,0.3362020316027088,0.697747183979975
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,2.4485,triticum aestivum,,62.515687045989516,58.508603853995325,66.09939357644289,10.45,0.0,0.0,0.0,0.0,0.0,0.427663122785074,0.0,0.5350438047559449,0.0,0.9330610203401133,0.774531058535206,0.1910299772969467,0.0,0.0,0.0,0.0
chromolaena odorata,leaf,aqueous,aqueous extraction,0.0,zea mays,,70.33658535622412,59.763458576736255,73.77357457330356,16.72,0.0,0.0,0.0,0.0,0.0,0.6282051282051283,0.0,0.9411764705882353,0.0,0.41255418472824273,0.0,0.3095955149886485,0.0,0.32384517587229833,0.0,0.0
azadirachta indica,leaves,hexane,solvent extraction,10.0,cabbage,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4046725073007927,0.0,0.5922807602534178,0.44697898011122633,0.26057545290274753,0.0,0.212388755473937,0.0,0.0
eucalyptus globulus,leaf,aqueous,aqueous extraction,4.8119,hordeum vulgare,,52.18994518527926,44.709704375280616,58.76789366754764,12.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3560353451150383,0.9924592327269299,0.4082379650650976,0.0,0.806469840372934,0.9554176072234764,0.8151856487275762
lantana camara,leaf,ethanol,solvent extraction,97.5624,zea mays,,8.217731136257665,5.886782342632671,7.826206309396953,31.74,0.7373164218958612,0.7328610127109815,0.8579763293882314,0.8339360222531293,0.8616444073455759,0.6779237023139462,0.691073219658977,0.40102211097204843,0.6946841079877539,0.4527342447482494,0.788104439626732,0.7631005884260761,0.7280970982142857,0.3904506286198616,0.4118227990970655,0.624947851481018
lantana camara,leaf,aqueous,aqueous extraction,24.5931,zea mays,,43.6620348449005,35.810302350176364,42.129684789390204,10.8,0.8813417890520694,0.7339723553518094,0.9628271378563094,0.9385257301808066,0.784432387312187,0.9038982697519284,0.8811434302908726,0.4578639966624948,0.8455329807959922,0.4954151383794598,0.6465265340748421,0.9271648982995877,0.7518833705357143,0.31508687667749685,0.41746613995485327,0.5075093867334167
lantana camara,leaf,aqueous,aqueous extraction,9.4867,oryza sativa,,52.7733977912859,46.5933591736936,58.586595517550045,13.14,0.7580524032042724,0.8315621309995137,0.7326221036839473,0.9549374130737134,0.9426126878130218,0.8892015843235357,0.7860247408893346,0.4817480183562787,0.9415530197606458,0.4987495831943981,0.7318314638514469,0.9185470045869435,0.6802455357142857,0.30286763667184635,0.3150395033860045,0.6543596161869003
lantana camara,stem,aqueous,aqueous extraction,5.0362,zea mays,,79.13695426081671,64.24737900544504,75.67599262453395,20.34,0.7682743658210949,0.75189275543516,0.903817302883814,0.8867872044506259,0.8184474123539233,0.8808630393996248,0.8946840521564694,0.3890279516061744,0.8839409963818536,0.43747915971990664,0.7753793948534264,0.7239030718621138,0.98876953125,0.31014267551914115,0.3895316027088036,0.7407175636211932
parthenium hysterophorus,leaf,aqueous,aqueous extraction,0.0,zea mays,,62.40173990077988,52.882513482618826,72.02846399866768,17.62,0.0,0.0,0.0,0.0,0.0,0.4763393787784032,0.0,0.547976637463496,0.0,0.8140213404468156,0.6669808653030446,0.23268313024139373,0.0,0.0,0.0,0.0
lantana camara,root,aqueous,aqueous extraction,2.5543,triticum aestivum,,88.34445116626226,75.81160000375802,98.32272889309348,13.46,0.9878588117489987,0.8651107869695075,0.8806467744624105,0.9045897079276772,0.9029632721202003,0.7800708776318532,0.7449013707790038,0.36524822695035464,0.9229056498747564,0.5905301767255752,0.564897728343859,0.6815085947273317,0.6962193080357143,0.38084475208362767,0.34946388261851014,0.5185648727576138
lantana camara,seed,aqueous,filter paper,10.0,chenopodium album,C. album,58.0,91.6,0.0,0.0,0.7326852469959947,0.8563589636729875,0.9709951658609769,0.847009735744089,0.8768781302170284,0.979362101313321,0.9953192912069542,0.3731748018356279,0.6843863067074868,0.4308936312104034,0.54453765670657,0.7197331232914795,0.7385602678571428,0.42032772990535383,0.35496613995485327,0.5552774301209846
ageratina adenophora,leaf,aqueous,aqueous extraction,0.0,oryza sativa,,48.57226737932842,45.663745959985576,56.04181715951059,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5612223612849396,0.0,0.4740746915638546,0.0,0.2707686605198536,0.2696010044642857,0.0,0.0,0.0
lantana camara,leaf,aqueous,aqueous extraction,9.7058,zea mays,,58.28004243275618,53.873804719688096,69.08142344756132,24.98,0.7861315086782376,0.7831492672084462,0.9058176362727122,0.82336578581363,0.7883973288814692,0.7977902855951636,0.7355399531929121,0.44722569879015445,0.7286390203172836,0.5351783927975992,0.5974172872089735,0.8442292545058612,0.99658203125,0.30887130950699254,0.28654063205417607,0.576136837713809
parthenium hysterophorus,whole plant,aqueous,aqueous extraction,0.0,triticum aestivum,,51.913551424939286,49.850566878016075,62.4571469146253,3.4,0.0,0.0,0.0,0.0,0.0,0.3856577027308735,0.0,0.5523571130579892,0.0,0.7580860286762253,0.6079743613912716,0.2018255108186999,0.0,0.0,0.0,0.0
lantana camara,leaf,methanol,solvent extraction,0.0,lactuca sativa,,57.58819359417987,50.056305558159664,62.52546020067019,61.65,0.8750000000000001,0.8194068208654581,0.673612268711452,0.7507649513212795,0.7074290484140234,0.8055034396497811,0.7101303911735206,0.40227367542761794,0.8538825494016142,0.5863621207069023,0.5373739277971533,0.8199508872723903,0.8083844866071429,0.3567594292979235,0.29683972911963885,0.5801001251564456
eucalyptus globulus,leaf,aqueous,aqueous extraction,50.866,hordeum vulgare,,18.436529209647738,13.975783181866895,17.13881973292517,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380376792264088,0.9146008106324818,0.4135198999212344,0.0,0.7328012431134341,0.8757054176072234,0.707133917396746
lantana camara,leaf,aqueous,aqueous extraction,0.0,oryza sativa,,75.56250216454147,60.22942840603243,83.12940136967065,14.05,0.9595710947930574,0.7220948808779607,0.9399899983330556,0.678442280945758,0.7990400667779634,0.7521367521367522,0.8395185556670011,0.4920734251147268,0.79543556916226,0.5753584528176059,0.7882929588085588,0.8615577074549414,0.7651367187499999,0.3869190563638932,0.376834085778781,0.5604922820191907
ageratina adenophora,leaf,aqueous,aqueous extraction,10.2375,oryza sativa,,45.070975284043456,37.48657268981071,49.22645517667721,12.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5014601585314977,0.0,0.47132377459153046,0.0,0.28207385442246213,0.2744838169642857,0.0,0.0,0.0
lantana camara,leaf,aqueous,aqueous extraction,49.6715,oryza sativa,,20.265062326128337,14.162321245216983,18.374165918355047,21.5,0.9110063417890522,0.9331110648051677,0.8883147191198533,0.9502086230876217,0.9993739565943238,0.9060871377944549,0.9227683049147442,0.4297037964121819,0.9563039242972446,0.4584028009336445,0.7605806390800265,0.8101746745123478,0.8251255580357143,0.3121203559824834,0.31010158013544015,0.7067167292448895
parthenium hysterophorus,leaf,aqueous,aqueous extraction,0.0,zea mays,,58.292622297569174,57.95775084874569,77.18439743681061,15.86,0.0,0.0,0.0,0.0,0.0,0.47967479674796754,0.0,0.5632040050062579,0.0,0.6969823274424809,0.8194928834008861,0.21401102719733123,0.0,0.0,0.0,0.0
lantana camara,leaf,aqueous,aqueous extraction,50.5827,oryza sativa,,21.61884674297787,15.462943759298831,18.65480833213956,23.72,0.7991071428571428,0.7488365631728833,0.8306384397399567,0.9365785813630041,0.9666110183639399,0.7986241400875548,0.8577398863256436,0.3514810179390906,0.7433899248538826,0.5683561187062354,0.6324818550287492,0.8073483760366956,0.9421735491071428,0.38769600226020623,0.41295146726862303,0.6138923654568211
lantana camara,leaf,aqueous,aqueous extraction,24.6172,phaseolus vulgaris,,50.38090166491275,40.00294156217788,47.835999617726856,11.74,0.9876919225634179,0.9026186010974507,0.9961660276712786,0.991933240611961,0.9745409015025042,0.9066082968521993,0.8582413908391843,0.4165623696287026,0.9384915112719175,0.536428809603201,0.6012819304364219,0.9521382569614976,0.8082449776785714,0.3631162593586665,0.373165914221219,0.500834376303713
lantana camara,leaf,aqueous,aqueous extraction,49.9015,zea mays,,20.702671506659385,15.484814846131833,17.79393977903893,7.76,0.8056992656875834,0.7257067444606515,0.9416569428238041,0.97663421418637,0.7349749582637729,0.825515947467167,0.8704446673353393,0.37473925740508973,0.6821597550793209,0.44489829943314435,0.6479404279385427,0.8708242598341288,0.9296874999999999,0.39701935301596275,0.29669864559819414,0.6787651230705048
lantana camara,leaf,ethyl_acetate,solvent extraction,0.0,sorghum bicolor,,63.8112468643963,59.896927170197394,79.9611297494486,25.22,0.9358728304405874,0.7762033757032716,0.9354892482080347,0.6965229485396384,0.6825959933222037,0.9722743381279967,0.9363089267803409,0.398936170212766,0.8296688004453103,0.5560186728909636,0.6050523140729569,0.6917944678682296,0.9260602678571428,0.3944059895465461,0.3840293453724605,0.6011681268251983
lantana camara,leaves,aqueous,aqueous extraction,66.7,brassica chinensis,,18.92280381243325,12.96041791398907,17.666367079648975,,0.7371078104138853,0.9173438910884212,0.7064510751791967,0.6962447844228095,0.726627712854758,0.9179695643110278,0.837178201270478,0.45890696704213607,0.8232674645143335,0.47374124708236076,0.585729097935715,0.9404624009637215,0.70068359375,0.33825399067664924,0.3184255079006772,0.6852315394242804
lantana camara,leaf,aqueous,aqueous extraction,99.5237,triticum aestivum,,9.161283280697099,6.53554196245477,7.851448683018519,17.36,0.9848130841121495,0.9432520664027227,0.7591265210868479,0.6853963838664812,0.9818447412353923,0.8512612049197416,0.7393848211300568,0.4704839382561536,0.8344002226551629,0.4068856285428476,0.7080780469412762,0.8013251169902239,0.6867327008928572,0.4129820596129397,0.3558126410835214,0.721735502711723
lantana camara,leaf,aqueous,aqueous extraction,5.0835,zea mays,,66.63674659159553,61.85674301671021,67.76693779800398,11.8,0.7756592122830441,0.8267694658609432,0.9928321386897817,0.8261474269819193,0.7113939899833055,0.7160725453408381,0.7811768639251087,0.4985398414685024,0.6732535485666574,0.49066355451817273,0.7502120840795551,0.9771579483853033,0.9981166294642857,0.28852945331261476,0.35933972911963885,0.6120150187734669
lantana camara,leaf,aqueous,aqueous extraction,0.0,oryza sativa,,76.21648953648236,66.40278076394003,87.28258463058721,18.65,0.9919893190921228,0.7492533166631937,0.7499583263877313,0.7140472878998609,0.9551335559265443,0.9037940379403794,0.8253092611166833,0.4826866916979558,0.7447815196214863,0.43422807602534175,0.6975209727589783,0.9576518556271141,0.9002511160714286,0.3577482695295946,0.39672686230248305,0.5976220275344181
chromolaena odorata,leaf,aqueous,aqueous extraction,51.8374,zea mays,,22.795360039867457,18.590231869167624,21.254564510420597,23.77,0.0,0.0,0.0,0.0,0.0,0.606733375026058,0.0,0.7660617438464749,0.0,0.4933311103701234,0.0,0.3522216559329102,0.0,0.33274473795733867,0.0,0.0
lantana camara,root,aqueous,aqueous extraction,10.2728,triticum aestivum,,76.23357398846494,60.60491159131604,72.67952033135884,1.0,0.7530040053404539,1.0,0.9063177196199368,0.6834492350486786,0.6884390651085142,0.9193245778611633,0.8348378468739551,0.4137463496036713,0.6768716949624269,0.5886962320773591,0.6121217833914601,0.9075198072557106,0.8634905133928571,0.3519564910298065,0.41845372460496616,0.622444722569879
lantana camara,leaf,aqueous,aqueous extraction,0.9955,triticum aestivum,,74.26228375614325,65.76287667433819,77.06617424113801,15.45,0.7893858477970628,0.716816003334028,0.9574929154859143,0.8687065368567455,0.7124373956594324,0.7893475088597041,0.8430290872617854,0.41093032957864,0.7770665182298914,0.46123707902634214,0.594023941936092,0.9628874577213549,0.8923688616071428,0.37929086029100156,0.34128103837471785,0.5665415102211098
lantana camara,leaf,aqueous,aqueous extraction,50.2344,oryza sativa,,25.02192633637871,17.351585803297183,22.50078868784683,14.24,0.685580774365821,0.985483086754185,0.9938323053842307,0.9143254520166898,0.8230383973288815,0.7613091515530541,0.8681043129388164,0.4062369628702545,0.9763428889507375,0.45773591197065683,0.7071354510321425,0.9584858453412409,0.90185546875,0.28817629608701795,0.36103273137697517,0.507717980809345
ageratina adenophora,leaf,aqueous,aqueous extraction,102.944,oryza sativa,,6.255724493764826,4.4017147474049345,5.423208247147528,17.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4451397580308719,0.0,0.49116372124041346,0.0,0.23013482833711718,0.27825055803571425,0.0,0.0,0.0
parthenium hysterophorus,leaf,aqueous,aqueous extraction,2.4805,zea mays,,73.74395521706712,59.33513080564316,81.0601071285395,9.48,0.0,0.0,0.0,0.0,0.0,0.3799249530956848,0.0,0.5661243220692532,0.0,0.8217739246415472,0.7069469318503158,0.27132465366260483,0.0,0.0,0.0,0.0
chromolaena odorata,leaf,aqueous,aqueous extraction,4.8658,oryza sativa,,70.7699750804591,61.78833570025066,79.37678157962803,16.39,0.0,0.0,0.0,0.0,0.0,0.5222013758599124,0.0,0.8850646641635379,0.0,0.40696898966322104,0.0,0.2898577584209795,0.0,0.2917078683429863,0.0,0.0
lantana camara,leaf,aqueous,aqueous extraction,0.9686,oryza sativa,,74.92844251162641,62.88057429435145,81.32981594777604,22.56,0.9294893190921227,0.7123706327707161,0.797966327721287,0.9655076495132128,0.6686143572621036,0.8379195330414843,0.938649281176864,0.392991239048811,0.8048984135819649,0.43372790930310107,0.7233481006692432,0.7427141731918641,0.8380998883928572,0.4225173047040543,0.3606094808126411,0.5037546933667084
acmella oleracea,aerial,ethanol,solvent extraction,2.4204,lactuca sativa,,62.60056289370737,58.82654622246915,77.50390450288626,73.09,0.0,0.0,0.0,0.0,0.0,0.6435272045028143,0.0,0.5853149770546517,0.0,0.5608536178726242,0.0,0.0,0.0,0.0,0.0,0.0
lantana camara,leaf,aqueous,aqueous extraction,1.0014,zea mays,,68.69749638169543,63.42257310196948,78.45213900964596,23.01,0.6721461949265687,0.7496006112384525,0.8189698283047175,0.7991655076495132,0.938230383973289,0.760371065249114,0.6793714476763624,0.4362745098039216,0.7926523796270526,0.5304268089363121,0.5565086247525686,0.7627762590928047,0.7164481026785715,0.34482271507275036,0.3558126410835214,0.6042970379641218
lantana camara,stem,aqueous,aqueous extraction,0.9974,zea mays,,72.64252468575218,74.33956195802111,86.11640448854989,12.33,0.8707443257676903,0.7559213725081614,0.7407901316886149,0.705702364394993,0.8879382303839733,0.9391286220554513,0.9105650284185891,0.47882770129328334,0.9707765098803228,0.4676558852950984,0.6891318691676878,0.7278876893851643,0.9146205357142857,0.3458821867495409,0.41817155756207675,0.5047976637463496
lantana camara,leaves,methanol,solvent extraction,2.0,saccharum,,86.67943069442987,71.99548275055352,92.47964792299354,,0.7965203604806409,0.7873862610266028,0.7972995499249876,0.6976356050069541,0.6936560934891486,0.8483427141963727,0.9692410565028419,0.49593241551939926,0.9034233231283051,0.4967489163054351,0.6483174663021962,0.9481536394384469,0.9854910714285714,0.3004661675377878,0.3591986455981941,0.6998331247392574
chromolaena odorata,leaf,aqueous,aqueous extraction,9.7984,oryza sativa,,69.45098895443469,58.0595913175744,65.50279594174269,5.21,0.0,0.0,0.0,0.0,0.0,0.5182405670210549,0.0,0.7917188151856488,0.0,0.37012337445815274,0.0,0.38794421535467727,0.0,0.2787823138861421,0.0,0.0
parthenium hysterophorus,leaf,methanol,solvent extraction,5.125,oryza sativa,,65.71797937745775,58.14462864927601,72.31945688688222,59.09,0.0,0.0,0.0,0.0,0.0,0.3520950594121326,0.0,0.5516270337922403,0.0,0.8226075358452818,0.7150532566688661,0.19645091043877128,0.0,0.0,0.0,0.0
eucalyptus globulus,leaf,aqueous,aqueous extraction,2.4629,triticum aestivum,,65.58772158184638,55.683606812432615,68.50176683230237,14.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42672557519173054,0.7824488641719295,0.39419913821062874,0.0,0.9108631162593588,0.9836343115124154,0.7659574468085107
lantana camara,root,aqueous,aqueous extraction,9.8913,triticum aestivum,,82.3358189421689,64.77450791161736,77.02784867987899,17.33,0.69609479305741,0.77057720358408,0.6709451575262545,0.8125173852573017,0.9040066777963273,0.8491765686887639,0.8747910397860247,0.3824572382144347,0.68939604787086,0.5476825608536179,0.5547176925252144,0.6757169994903397,0.8703962053571428,0.2926260771295381,0.41436230248306993,0.7342511472674177
lantana camara,leaf,aqueous,aqueous extraction,50.5484,phaseolus vulgaris,,25.3553106664674,17.10361943510947,22.97003145192862,16.31,0.7038134178905207,0.7179968048899076,0.94599099849975,0.8292072322670375,0.6840567612687813,0.8408380237648531,0.9588766298896689,0.3520025031289112,0.7951572502087393,0.5013337779259753,0.642002073711,0.9191956632534866,0.8736746651785714,0.3068229975985309,0.39009593679458243,0.6366291197329996
lantana camara,leaf,aqueous,aqueous extraction,10.407,phaseolus vulgaris,,66.03724147359057,56.230219166683995,68.6943289267863,9.84,0.978679906542056,0.8549697853719525,0.814135689281547,0.9029207232267037,0.9476210350584309,0.8512612049197416,0.8055834169174189,0.4259491030454735,0.8124130253270248,0.5655218406135378,0.7677443679894429,0.7676875318537738,0.7735770089285714,0.41912699533832465,0.3452313769751693,0.6105548602419691
parthenium hysterophorus,leaf,aqueous,aqueous extraction,99.1292,zea mays,,8.183622819417042,6.065909710464568,7.84043828765374,12.71,0.0,0.0,0.0,0.0,0.0,0.33739837398373984,0.0,0.5818731748018356,0.0,0.8997165721907302,0.670091431803186,0.19955520548579905,0.0,0.0,0.0,0.0
lantana camara,leaf,aqueous,aqueous extraction,4.8867,zea mays,,57.07880886989034,54.02122010284679,66.35787437103804,18.45,0.850216955941255,0.8537889838160727,0.8353058843140524,0.8801112656467316,0.8040484140233723,0.9958307275380447,0.9979939819458374,0.48498122653316655,0.9345950459226273,0.45398466155385125,0.6124988217551136,0.7352082657647223,0.8466099330357143,0.4001977680463343,0.3442437923250564,0.5765540258656654
eucalyptus globulus,leaf,aqueous,aqueous extraction,99.1711,triticum aestivum,,8.02705995521108,5.4155090962662955,6.883506792340741,18.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41255418472824273,0.7652936186256951,0.3533336422184127,0.0,0.8104252012996186,0.8563769751693002,0.6787651230705048
lantana camara,leaf,ethanol,solvent extraction,1.0077,zea mays,,65.36019812410808,58.40721568555701,70.76297309926568,49.46,0.7538384512683579,0.8878238521914288,0.7062843807301218,0.980250347705146,0.9666110183639399,0.9075463831561393,0.6883985289200937,0.43356278681685445,0.9404397439465628,0.41363787929309764,0.6630219624846828,0.8620673678357968,0.7578822544642857,0.4138296369543721,0.36173814898419865,0.5294117647058824
parthenium hysterophorus,leaf,aqueous,aqueous extraction,0.9933,zea mays,,65.37435990690237,60.2963198149842,66.79356945024442,15.82,0.0,0.0,0.0,0.0,0.0,0.408692933083177,0.0,0.6287025448477264,0.0,0.7336612204068023,0.6288999905740409,0.25496918871333923,0.0,0.0,0.0,0.0
dalbergia sissoo,leaf,aqueous,leachate,0.0,unknown,,85.0,14.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43710888610763454,0.0,0.42164054684894964,0.39881232915449144,0.196636241486355,0.0,0.24177143664359374,0.0,0.0
lantana camara,leaves,ethanol,soxhlet extraction,10.5,lantana camara,var. camara,66.08880349560337,61.5309094751003,74.60830333749969,15.2,0.9951184913217623,0.8231576022782524,0.9658276379396566,0.8264255910987482,0.6880217028380635,0.8077965395038567,0.691073219658977,0.4327284105131415,0.7442248817144448,0.527675891963988,0.5412385710246017,0.8367233470787194,0.8158482142857143,0.42308235626500923,0.3496049661399549,0.622444722569879
lantana camara,Leaf,"aqueous, methanol, ethyl acetate, chloroform","Standard extraction method (Harborne, 1998; Nath et al., 2013)",8.0,sugarcane,,68.82180262233855,60.32012187405365,76.71400332966768,,0.6990153538050735,0.9559630478571924,0.902817136189365,0.944645340751043,0.9935308848080134,0.688138419845737,0.9926446004680708,0.3855861493533584,0.7311438908989701,0.457402467489163,0.7823546045810161,0.8456192373627394,0.9762834821428572,0.3626924706879503,0.3449492099322799,0.600125156445557
chromolaena odorata,leaf,aqueous,aqueous extraction,1.0076,zea mays,,78.12933233414222,68.80174192078543,80.97977457601229,8.78,0.0,0.0,0.0,0.0,0.0,0.5766103814884304,0.0,0.7996453900709221,0.0,0.419889963321107,0.0,0.3451327433628319,0.0,0.287611244526063,0.0,0.0
lantana camara,stem,aqueous,aqueous extraction,9.9337,zea mays,,73.17982874039144,60.96541594487879,74.28316822187406,16.74,0.8483811748998664,0.7098006529138015,0.8964827471245208,0.9827538247566063,0.8103088480801336,0.7211799041067334,0.779839518555667,0.3890279516061744,0.8196493181185638,0.4382294098032677,0.5787538882081251,0.8781911689755827,0.7230747767857143,0.37766633705325614,0.32068284424379234,0.568418856904464
lantana camara,leaf,aqueous,aqueous extraction,0.0,zea mays,,58.47864598876157,53.84972302023652,72.46022545140222,13.42,0.9825600801068091,0.8008612905466416,0.741623603933989,0.9502086230876217,0.8011268781302171,0.9697727746508236,0.9369775994650619,0.3781810596579057,0.7595324241580852,0.4510670223407802,0.5634838344801584,0.7340962794792197,0.7317243303571429,0.34807176154824127,0.3944695259593679,0.5730079265748853
lantana camara,leaf,aqueous,aqueous extraction,0.0,triticum aestivum,,72.08878518388379,66.57268209522137,77.39742785092538,11.52,0.9977052736982643,0.7168854622490797,0.9436572762127021,0.6848400556328234,0.827212020033389,0.7453616843860746,0.8520561685055166,0.40488110137672095,0.9337600890620651,0.4979159719906635,0.6600056555754548,0.9459296668674421,0.6994280133928571,0.2859160898431982,0.4026523702031603,0.5148101793909053
lantana camara,leaf,ethyl_acetate,solvent extraction,50.0321,sorghum bicolor,,23.254232997940125,16.339335644157604,21.57372299274389,30.73,0.8591455273698264,0.8949781204417586,0.6871145190865144,0.7187760778859527,0.7783806343906511,0.7669376693766938,0.6845536609829488,0.33792240300375476,0.8115780684664625,0.5768589529843281,0.5922330097087379,0.8674419682157255,0.7005440848214285,0.35916089843198196,0.3419864559819413,0.6887776387150606
ageratina adenophora,leaf,aqueous,aqueous extraction,9.9997,oryza sativa,,47.01063161051852,37.572573025562804,50.259341015547356,18.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646641635377555,0.0,0.6913971323774591,0.0,0.3331325580317843,0.25613839285714285,0.0,0.0,0.0
tagetes erecta,root,aqueous,root extract preparation,10.0,rhus typhina,,74.08178490490843,60.69421623719904,84.06360460177012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35951188986232796,0.0,0.4223074358119373,0.5572627014798756,0.20363248853264143,0.0,0.19423647407825964,0.0,0.0
chromolaena odorata,leaf,aqueous,aqueous extraction,51.2449,oryza sativa,,24.179704667188552,15.848146804492313,20.713283895222514,10.83,0.0,0.0,0.0,0.0,0.0,0.6794871794871795,0.0,0.727680433875678,0.0,0.39296432144048016,0.0,0.2907380808970023,0.0,0.3222912840796723,0.0,0.0
acmella oleracea,aerial,ethanol,solvent extraction,10.1306,lactuca sativa,,54.502184390561744,46.22865638207145,59.586333301133905,52.95,0.0,0.0,0.0,0.0,0.0,0.6427975818219721,0.0,0.5630997079682938,0.0,0.6532177392464155,0.0,0.0,0.0,0.0,0.0,0.0
